exporter,importer,tonnes,year,exp_ISO3,imp_ISO3
RoW Europe,Canada,599120.3,2016,RoW Europe,CAN
RoW Middle East,Canada,1155819.01,2016,RoW Middle East,CAN
Russia,Canada,600600.35,2016,RUS,CAN
Slovakia,Canada,88720.23,2016,SVK,CAN
South Korea,Canada,1217327.19,2016,KOR,CAN
Spain,Canada,398301.93,2016,ESP,CAN
Sweden,Canada,115056.36,2016,SWE,CAN
Taiwan,Canada,319968.43,2016,TWN,CAN
United Kingdom,Canada,246866.65,2016,GBR,CAN
United States,Canada,1803038.49,2016,USA,CAN
Australia,China,5689363.55,2016,AUS,CHN
Austria,China,4029298.76,2016,AUT,CHN
Belgium,China,8570533.43,2016,BEL,CHN
Brazil,China,12209565.12,2016,BRA,CHN
Canada,China,10141492.68,2016,CAN,CHN
China,China,356629419.75,2016,CHN,CHN
Czech Republic,China,4147946.71,2016,CZE,CHN
Finland,China,2104393.53,2016,FIN,CHN
France,China,12695081.63,2016,FRA,CHN
Germany,China,30090104.36,2016,DEU,CHN
Greece,China,3224778.82,2016,GRC,CHN
India,China,26702248.71,2016,IND,CHN
Indonesia,China,5863478.55,2016,IDN,CHN
Italy,China,21138554.12,2016,ITA,CHN
Japan,China,72495185.64,2016,JPN,CHN
Mexico,China,11568221.6,2016,MEX,CHN
Netherlands,China,6412970.96,2016,NLD,CHN
Poland,China,7309992.68,2016,POL,CHN
RoW Africa,China,15208925.25,2016,RoW Africa,CHN
RoW America,China,15837091.69,2016,RoW America,CHN
RoW Asia and Pacific,China,26074033.25,2016,RoW Asia and Pacific,CHN
RoW EU27,China,13204388.57,2016,RoW EU27,CHN
RoW Europe,China,20126182.9,2016,RoW Europe,CHN
RoW Middle East,China,38827302.31,2016,RoW Middle East,CHN
Russia,China,20175902.25,2016,RUS,CHN
Slovakia,China,2980369.19,2016,SVK,CHN
South Korea,China,40893539.8,2016,KOR,CHN
Spain,China,13380113.25,2016,ESP,CHN
Sweden,China,3865075.91,2016,SWE,CHN
Taiwan,China,10748664.73,2016,TWN,CHN
United Kingdom,China,8292964.53,2016,GBR,CHN
United States,China,60569275.74,2016,USA,CHN
Australia,Czech Republic,75432.01,2016,AUS,CZE
Austria,Czech Republic,53422.16,2016,AUT,CZE
Belgium,Czech Republic,113631.79,2016,BEL,CZE
Brazil,Czech Republic,161879.63,2016,BRA,CZE
Canada,Czech Republic,134460.24,2016,CAN,CZE
China,Czech Republic,4728345.1,2016,CHN,CZE
Czech Republic,Czech Republic,54995.25,2016,CZE,CZE
Finland,Czech Republic,27900.95,2016,FIN,CZE
France,Czech Republic,168316.81,2016,FRA,CZE
Germany,Czech Republic,398947.45,2016,DEU,CZE
Greece,Czech Republic,42755.49,2016,GRC,CZE
India,Czech Republic,354029.81,2016,IND,CZE
Indonesia,Czech Republic,77740.5,2016,IDN,CZE
Italy,Czech Republic,280263.97,2016,ITA,CZE
Japan,Czech Republic,961172.12,2016,JPN,CZE
Mexico,Czech Republic,153376.42,2016,MEX,CZE
Netherlands,Czech Republic,85025.91,2016,NLD,CZE
Poland,Czech Republic,96919.0,2016,POL,CZE
RoW Africa,Czech Republic,201646.42,2016,RoW Africa,CZE
RoW America,Czech Republic,209974.92,2016,RoW America,CZE
RoW Asia and Pacific,Czech Republic,345700.66,2016,RoW Asia and Pacific,CZE
RoW EU27,Czech Republic,175069.42,2016,RoW EU27,CZE
RoW Europe,Czech Republic,266841.53,2016,RoW Europe,CZE
RoW Middle East,Czech Republic,514788.95,2016,RoW Middle East,CZE
Russia,Czech Republic,267500.73,2016,RUS,CZE
Slovakia,Czech Republic,39515.01,2016,SVK,CZE
South Korea,Czech Republic,542184.01,2016,KOR,CZE
Spain,Czech Republic,177399.25,2016,ESP,CZE
Sweden,Czech Republic,51244.83,2016,SWE,CZE
Taiwan,Czech Republic,142510.39,2016,TWN,CZE
United Kingdom,Czech Republic,109951.66,2016,GBR,CZE
United States,Czech Republic,803053.32,2016,USA,CZE
Australia,Finland,41092.14,2016,AUS,FIN
Austria,Finland,29102.12,2016,AUT,FIN
Belgium,Finland,61901.75,2016,BEL,FIN
Brazil,Finland,88185.12,2016,BRA,FIN
Canada,Finland,73248.2,2016,CAN,FIN
China,Finland,2575800.75,2016,CHN,FIN
Czech Republic,Finland,29959.07,2016,CZE,FIN
Finland,Finland,15199.25,2016,FIN,FIN
France,Finland,91691.82,2016,FRA,FIN
Germany,Finland,217329.56,2016,DEU,FIN
Greece,Finland,23291.37,2016,GRC,FIN
India,Finland,192860.34,2016,IND,FIN
Indonesia,Finland,42349.71,2016,IDN,FIN
Italy,Finland,152675.86,2016,ITA,FIN
Japan,Finland,523605.58,2016,JPN,FIN
Mexico,Finland,83552.93,2016,MEX,FIN
Netherlands,Finland,46318.49,2016,NLD,FIN
Poland,Finland,52797.34,2016,POL,FIN
RoW Africa,Finland,109848.37,2016,RoW Africa,FIN
RoW America,Finland,114385.38,2016,RoW America,FIN
RoW Asia and Pacific,Finland,188322.98,2016,RoW Asia and Pacific,FIN
RoW EU27,Finland,95370.35,2016,RoW EU27,FIN
RoW Europe,Finland,145363.88,2016,RoW Europe,FIN
RoW Middle East,Finland,280435.06,2016,RoW Middle East,FIN
Russia,Finland,145722.99,2016,RUS,FIN
Slovakia,Finland,21526.09,2016,SVK,FIN
South Korea,Finland,295358.72,2016,KOR,FIN
Spain,Finland,96639.55,2016,ESP,FIN
Sweden,Finland,27916.0,2016,SWE,FIN
Taiwan,Finland,77633.58,2016,TWN,FIN
United Kingdom,Finland,59896.98,2016,GBR,FIN
United States,Finland,437469.2,2016,USA,FIN
Australia,France,244552.32,2016,AUS,FRA
Austria,France,173195.88,2016,AUT,FRA
Belgium,France,368396.88,2016,BEL,FRA
Brazil,France,524817.48,2016,BRA,FRA
Canada,France,435923.19,2016,CAN,FRA
China,France,15329403.73,2016,CHN,FRA
Czech Republic,France,178295.86,2016,CZE,FRA
Finland,France,90455.52,2016,FIN,FRA
France,France,545686.98,2016,FRA,FRA
Germany,France,1293396.82,2016,DEU,FRA
Greece,France,138614.3,2016,GRC,FRA
India,France,1147772.81,2016,IND,FRA
Indonesia,France,252036.5,2016,IDN,FRA
Italy,France,908622.26,2016,ITA,FRA
Japan,France,3116142.16,2016,JPN,FRA
Mexico,France,497249.89,2016,MEX,FRA
Netherlands,France,275655.95,2016,NLD,FRA
Poland,France,314213.64,2016,POL,FRA
RoW Africa,France,653742.35,2016,RoW Africa,FRA
RoW America,France,680743.54,2016,RoW America,FRA
RoW Asia and Pacific,France,1120769.52,2016,RoW Asia and Pacific,FRA
RoW EU27,France,567579.1,2016,RoW EU27,FRA
RoW Europe,France,865106.37,2016,RoW Europe,FRA
RoW Middle East,France,1668957.64,2016,RoW Middle East,FRA
Russia,France,867243.51,2016,RUS,FRA
Slovakia,France,128108.56,2016,SVK,FRA
South Korea,France,1757773.05,2016,KOR,FRA
Spain,France,575132.47,2016,ESP,FRA
Sweden,France,166136.91,2016,SWE,FRA
Taiwan,France,462021.95,2016,TWN,FRA
United Kingdom,France,356465.83,2016,GBR,FRA
United States,France,2603517.35,2016,USA,FRA
Australia,Germany,544625.4,2016,AUS,DEU
Austria,Germany,385712.47,2016,AUT,DEU
Belgium,Germany,820431.0,2016,BEL,DEU
Brazil,Germany,1168784.39,2016,BRA,DEU
Canada,Germany,970814.13,2016,CAN,DEU
China,Germany,34139045.39,2016,CHN,DEU
Czech Republic,Germany,397070.27,2016,CZE,DEU
Finland,Germany,201447.17,2016,FIN,DEU
France,Germany,1215261.4,2016,FRA,DEU
Germany,Germany,2880433.81,2016,DEU,DEU
Greece,Germany,308698.23,2016,GRC,DEU
India,Germany,2556124.73,2016,IND,DEU
Indonesia,Germany,561292.9,2016,IDN,DEU
Italy,Germany,2023529.24,2016,ITA,DEU
Japan,Germany,6939742.76,2016,JPN,DEU
Mexico,Germany,1107390.53,2016,MEX,DEU
Netherlands,Germany,613894.13,2016,NLD,DEU
Poland,Germany,699763.28,2016,POL,DEU
RoW Africa,Germany,1455903.97,2016,RoW Africa,DEU
RoW America,Germany,1516036.43,2016,RoW America,DEU
RoW Asia and Pacific,Germany,2495987.59,2016,RoW Asia and Pacific,DEU
RoW EU27,Germany,1264015.8,2016,RoW EU27,DEU
RoW Europe,Germany,1926618.03,2016,RoW Europe,DEU
RoW Middle East,Germany,3716819.09,2016,RoW Middle East,DEU
Russia,Germany,1931377.52,2016,RUS,DEU
Slovakia,Germany,285301.64,2016,SVK,DEU
South Korea,Germany,3914613.7,2016,KOR,DEU
Spain,Germany,1280837.39,2016,ESP,DEU
Sweden,Germany,369991.91,2016,SWE,DEU
Taiwan,Germany,1028936.85,2016,TWN,DEU
United Kingdom,Germany,793860.17,2016,GBR,DEU
United States,Germany,5798111.82,2016,USA,DEU
Australia,Greece,61711.49,2016,AUS,GRC
Austria,Greece,43705.07,2016,AUT,GRC
Belgium,Greece,92963.01,2016,BEL,GRC
Brazil,Greece,132434.93,2016,BRA,GRC
Canada,Greece,110002.92,2016,CAN,GRC
China,Greece,3868294.33,2016,CHN,GRC
Czech Republic,Greece,44992.02,2016,CZE,GRC
Finland,Greece,22825.97,2016,FIN,GRC
France,Greece,137701.24,2016,FRA,GRC
Germany,Greece,326381.88,2016,DEU,GRC
Greece,Greece,34978.59,2016,GRC,GRC
India,Greece,289634.43,2016,IND,GRC
Indonesia,Greece,63600.08,2016,IDN,GRC
Italy,Greece,229286.04,2016,ITA,GRC
Japan,Greece,786342.07,2016,JPN,GRC
Mexico,Greece,125478.39,2016,MEX,GRC
Netherlands,Greece,69560.33,2016,NLD,GRC
Poland,Greece,79290.16,2016,POL,GRC
RoW Africa,Greece,164968.44,2016,RoW Africa,GRC
RoW America,Greece,171782.05,2016,RoW America,GRC
RoW Asia and Pacific,Greece,282820.29,2016,RoW Asia and Pacific,GRC
RoW EU27,Greece,143225.6,2016,RoW EU27,GRC
RoW Europe,Greece,218305.04,2016,RoW Europe,GRC
RoW Middle East,Greece,421152.67,2016,RoW Middle East,GRC
Russia,Greece,218844.33,2016,RUS,GRC
Slovakia,Greece,32327.52,2016,SVK,GRC
South Korea,Greece,443564.77,2016,KOR,GRC
Spain,Greece,145131.65,2016,ESP,GRC
Sweden,Greece,41923.77,2016,SWE,GRC
Taiwan,Greece,116588.81,2016,TWN,GRC
United Kingdom,Greece,89952.27,2016,GBR,GRC
United States,Greece,656983.9,2016,USA,GRC
Australia,India,454803.04,2016,AUS,IND
Austria,India,322098.83,2016,AUT,IND
Belgium,India,685121.38,2016,BEL,IND
Brazil,India,976022.58,2016,BRA,IND
Canada,India,810702.57,2016,CAN,IND
China,India,28508662.13,2016,CHN,IND
Czech Republic,India,331583.44,2016,CZE,IND
Finland,India,168223.49,2016,FIN,IND
France,India,1014834.37,2016,FRA,IND
Germany,India,2405378.16,2016,DEU,IND
Greece,India,257786.16,2016,GRC,IND
India,India,2134555.77,2016,IND,IND
Indonesia,India,468721.65,2016,IDN,IND
Italy,India,1689798.61,2016,ITA,IND
Japan,India,5795205.44,2016,JPN,IND
Mexico,India,924754.11,2016,MEX,IND
Netherlands,India,512647.62,2016,NLD,IND
Poland,India,584354.8,2016,POL,IND
RoW Africa,India,1215788.96,2016,RoW Africa,IND
RoW America,India,1266004.07,2016,RoW America,IND
RoW Asia and Pacific,India,2084336.75,2016,RoW Asia and Pacific,IND
RoW EU27,India,1055547.95,2016,RoW EU27,IND
RoW Europe,India,1608870.49,2016,RoW Europe,IND
RoW Middle East,India,3103822.57,2016,RoW Middle East,IND
Russia,India,1612845.01,2016,RUS,IND
Slovakia,India,238248.26,2016,SVK,IND
South Korea,India,3268995.9,2016,KOR,IND
Spain,India,1069595.23,2016,ESP,IND
Sweden,India,308970.99,2016,SWE,IND
Taiwan,India,859239.41,2016,TWN,IND
United Kingdom,India,662932.76,2016,GBR,IND
United States,India,4841858.02,2016,USA,IND
Australia,Indonesia,87099.42,2016,AUS,IDN
Austria,Indonesia,61685.21,2016,AUT,IDN
Belgium,Indonesia,131207.73,2016,BEL,IDN
Brazil,Indonesia,186918.27,2016,BRA,IDN
Canada,Indonesia,155257.81,2016,CAN,IDN
China,Indonesia,5459699.44,2016,CHN,IDN
Czech Republic,Indonesia,63501.61,2016,CZE,IDN
Finland,Indonesia,32216.51,2016,FIN,IDN
France,Indonesia,194351.13,2016,FRA,IDN
Germany,Indonesia,460654.44,2016,DEU,IDN
Greece,Indonesia,49368.68,2016,GRC,IDN
India,Indonesia,408789.19,2016,IND,IDN
Indonesia,Indonesia,89764.97,2016,IDN,IDN
Italy,Indonesia,323613.66,2016,ITA,IDN
Japan,Indonesia,1109840.92,2016,JPN,IDN
Mexico,Indonesia,177099.84,2016,MEX,IDN
Netherlands,Indonesia,98177.25,2016,NLD,IDN
Poland,Indonesia,111909.9,2016,POL,IDN
RoW Africa,Indonesia,232835.98,2016,RoW Africa,IDN
RoW America,Indonesia,242452.69,2016,RoW America,IDN
RoW Asia and Pacific,Indonesia,399171.74,2016,RoW Asia and Pacific,IDN
RoW EU27,Indonesia,202148.19,2016,RoW EU27,IDN
RoW Europe,Indonesia,308115.1,2016,RoW Europe,IDN
RoW Middle East,Indonesia,594413.67,2016,RoW Middle East,IDN
Russia,Indonesia,308876.26,2016,RUS,IDN
Slovakia,Indonesia,45626.97,2016,SVK,IDN
South Korea,Indonesia,626046.04,2016,KOR,IDN
Spain,Indonesia,204838.39,2016,ESP,IDN
Sweden,Indonesia,59171.09,2016,SWE,IDN
Taiwan,Indonesia,164553.11,2016,TWN,IDN
United Kingdom,Indonesia,126958.38,2016,GBR,IDN
United States,Indonesia,927265.17,2016,USA,IDN
Australia,Italy,378139.93,2016,AUS,ITA
Austria,Italy,267804.78,2016,AUT,ITA
Belgium,Italy,569635.05,2016,BEL,ITA
Brazil,Italy,811500.97,2016,BRA,ITA
Canada,Italy,674047.86,2016,CAN,ITA
China,Italy,23703147.4,2016,CHN,ITA
Czech Republic,Italy,275690.64,2016,CZE,ITA
Finland,Italy,139867.18,2016,FIN,ITA
France,Italy,843770.52,2016,FRA,ITA
Germany,Italy,1999919.63,2016,DEU,ITA
Greece,Italy,214332.87,2016,GRC,ITA
India,Italy,1774747.97,2016,IND,ITA
Indonesia,Italy,389712.37,2016,IDN,ITA
Italy,Italy,1404960.55,2016,ITA,ITA
Japan,Italy,4818346.37,2016,JPN,ITA
Mexico,Italy,768874.49,2016,MEX,ITA
Netherlands,Italy,426234.03,2016,NLD,ITA
Poland,Italy,485854.01,2016,POL,ITA
RoW Africa,Italy,1010851.54,2016,RoW Africa,ITA
RoW America,Italy,1052602.22,2016,RoW America,ITA
RoW Asia and Pacific,Italy,1732994.02,2016,RoW Asia and Pacific,ITA
RoW EU27,Italy,877621.28,2016,RoW EU27,ITA
RoW Europe,Italy,1337673.94,2016,RoW Europe,ITA
RoW Middle East,Italy,2580631.94,2016,RoW Middle East,ITA
Russia,Italy,1340978.5,2016,RUS,ITA
Slovakia,Italy,198088.34,2016,SVK,ITA
South Korea,Italy,2717963.1,2016,KOR,ITA
Spain,Italy,889300.71,2016,ESP,ITA
Sweden,Italy,256889.81,2016,SWE,ITA
Taiwan,Italy,714403.16,2016,TWN,ITA
United Kingdom,Italy,551186.61,2016,GBR,ITA
United States,Italy,4025698.36,2016,USA,ITA
Australia,Japan,1260310.99,2016,AUS,JPN
Austria,Japan,892572.51,2016,AUT,JPN
Belgium,Japan,1898549.34,2016,BEL,JPN
Brazil,Japan,2704669.67,2016,BRA,JPN
Canada,Japan,2246549.11,2016,CAN,JPN
China,Japan,79000747.87,2016,CHN,JPN
Czech Republic,Japan,918855.47,2016,CZE,JPN
Finland,Japan,466166.43,2016,FIN,JPN
France,Japan,2812221.56,2016,FRA,JPN
Germany,Japan,6665576.69,2016,DEU,JPN
Greece,Japan,714354.8,2016,GRC,JPN
India,Japan,5915097.02,2016,IND,JPN
Indonesia,Japan,1298881.04,2016,IDN,JPN
Italy,Japan,4682624.29,2016,ITA,JPN
Japan,Japan,16059173.93,2016,JPN,JPN
Mexico,Japan,2562598.9,2016,MEX,JPN
Netherlands,Japan,1420604.9,2016,NLD,JPN
Poland,Japan,1619313.65,2016,POL,JPN
RoW Africa,Japan,3369089.6,2016,RoW Africa,JPN
RoW America,Japan,3508241.38,2016,RoW America,JPN
RoW Asia and Pacific,Japan,5775934.38,2016,RoW Asia and Pacific,JPN
RoW EU27,Japan,2925043.52,2016,RoW EU27,JPN
RoW Europe,Japan,4458363.26,2016,RoW Europe,JPN
RoW Middle East,Japan,8601045.65,2016,RoW Middle East,JPN
Russia,Japan,4469377.11,2016,RUS,JPN
Slovakia,Japan,660213.05,2016,SVK,JPN
South Korea,Japan,9058759.73,2016,KOR,JPN
Spain,Japan,2963970.15,2016,ESP,JPN
Sweden,Japan,856193.77,2016,SWE,JPN
Taiwan,Japan,2381050.2,2016,TWN,JPN
United Kingdom,Japan,1837062.13,2016,GBR,JPN
United States,Japan,13417339.73,2016,USA,JPN
Australia,Mexico,185900.73,2016,AUS,MEX
Austria,Mexico,131657.89,2016,AUT,MEX
Belgium,Mexico,280043.35,2016,BEL,MEX
Brazil,Mexico,398949.21,2016,BRA,MEX
Canada,Mexico,331374.66,2016,CAN,MEX
China,Mexico,11652914.96,2016,CHN,MEX
Czech Republic,Mexico,135534.72,2016,CZE,MEX
Finland,Mexico,68761.35,2016,FIN,MEX
France,Mexico,414813.52,2016,FRA,MEX
Germany,Mexico,983198.27,2016,DEU,MEX
Greece,Mexico,105370.09,2016,GRC,MEX
India,Mexico,872499.62,2016,IND,MEX
Indonesia,Mexico,191589.96,2016,IDN,MEX
Italy,Mexico,690705.14,2016,ITA,MEX
Japan,Mexico,2368790.08,2016,JPN,MEX
Mexico,Mexico,377993.22,2016,MEX,MEX
Netherlands,Mexico,209544.7,2016,NLD,MEX
Poland,Mexico,238855.01,2016,POL,MEX
RoW Africa,Mexico,496953.71,2016,RoW Africa,MEX
RoW America,Mexico,517479.13,2016,RoW America,MEX
RoW Asia and Pacific,Mexico,851972.6,2016,RoW Asia and Pacific,MEX
RoW EU27,Mexico,431455.2,2016,RoW EU27,MEX
RoW Europe,Mexico,657625.77,2016,RoW Europe,MEX
RoW Middle East,Mexico,1268687.4,2016,RoW Middle East,MEX
Russia,Mexico,659250.36,2016,RUS,MEX
Slovakia,Mexico,97383.97,2016,SVK,MEX
South Korea,Mexico,1336201.99,2016,KOR,MEX
Spain,Mexico,437197.03,2016,ESP,MEX
Sweden,Mexico,126291.88,2016,SWE,MEX
Taiwan,Mexico,351214.09,2016,TWN,MEX
United Kingdom,Mexico,270973.75,2016,GBR,MEX
United States,Mexico,1979109.35,2016,USA,MEX
Australia,Netherlands,115045.62,2016,AUS,NLD
Austria,Netherlands,81477.16,2016,AUT,NLD
Belgium,Netherlands,173306.27,2016,BEL,NLD
Brazil,Netherlands,246891.77,2016,BRA,NLD
Canada,Netherlands,205072.91,2016,CAN,NLD
China,Netherlands,7211466.38,2016,CHN,NLD
Czech Republic,Netherlands,83876.36,2016,CZE,NLD
Finland,Netherlands,42553.31,2016,FIN,NLD
France,Netherlands,256709.48,2016,FRA,NLD
Germany,Netherlands,608457.31,2016,DEU,NLD
Greece,Netherlands,65208.82,2016,GRC,NLD
India,Netherlands,539950.88,2016,IND,NLD
Indonesia,Netherlands,118566.43,2016,IDN,NLD
Italy,Netherlands,427446.43,2016,ITA,NLD
Japan,Netherlands,1465937.93,2016,JPN,NLD
Mexico,Netherlands,233923.05,2016,MEX,NLD
Netherlands,Netherlands,129677.82,2016,NLD,NLD
Poland,Netherlands,147816.65,2016,POL,NLD
RoW Africa,Netherlands,307542.36,2016,RoW Africa,NLD
RoW America,Netherlands,320244.62,2016,RoW America,NLD
RoW Asia and Pacific,Netherlands,527247.62,2016,RoW Asia and Pacific,NLD
RoW EU27,Netherlands,267008.27,2016,RoW EU27,NLD
RoW Europe,Netherlands,406975.09,2016,RoW Europe,NLD
RoW Middle East,Netherlands,785133.73,2016,RoW Middle East,NLD
Russia,Netherlands,407980.48,2016,RUS,NLD
Slovakia,Netherlands,60266.57,2016,SVK,NLD
South Korea,Netherlands,826915.48,2016,KOR,NLD
Spain,Netherlands,270561.63,2016,ESP,NLD
Sweden,Netherlands,78156.38,2016,SWE,NLD
Taiwan,Netherlands,217350.64,2016,TWN,NLD
United Kingdom,Netherlands,167693.5,2016,GBR,NLD
United States,Netherlands,1224782.01,2016,USA,NLD
Australia,Poland,128302.88,2016,AUS,POL
Austria,Poland,90866.16,2016,AUT,POL
Belgium,Poland,193277.17,2016,BEL,POL
Brazil,Poland,275342.28,2016,BRA,POL
Canada,Poland,228704.43,2016,CAN,POL
China,Poland,8042477.81,2016,CHN,POL
Czech Republic,Poland,93541.83,2016,CZE,POL
Finland,Poland,47456.93,2016,FIN,POL
France,Poland,286291.33,2016,FRA,POL
Germany,Poland,678572.72,2016,DEU,POL
Greece,Poland,72723.14,2016,GRC,POL
India,Poland,602171.98,2016,IND,POL
Indonesia,Poland,132229.41,2016,IDN,POL
Italy,Poland,476703.11,2016,ITA,POL
Japan,Poland,1634864.9,2016,JPN,POL
Mexico,Poland,260879.11,2016,MEX,POL
Netherlands,Poland,144621.21,2016,NLD,POL
Poland,Poland,164850.26,2016,POL,POL
RoW Africa,Poland,342981.92,2016,RoW Africa,POL
RoW America,Poland,357147.93,2016,RoW America,POL
RoW Asia and Pacific,Poland,588004.86,2016,RoW Asia and Pacific,POL
RoW EU27,Poland,297776.9,2016,RoW EU27,POL
RoW Europe,Poland,453872.76,2016,RoW Europe,POL
RoW Middle East,Poland,875608.4,2016,RoW Middle East,POL
Russia,Poland,454994.0,2016,RUS,POL
Slovakia,Poland,67211.37,2016,SVK,POL
South Korea,Poland,922204.87,2016,KOR,POL
Spain,Poland,301739.73,2016,ESP,POL
Sweden,Poland,87162.71,2016,SWE,POL
Taiwan,Poland,242396.99,2016,TWN,POL
United Kingdom,Poland,187017.61,2016,GBR,POL
United States,Poland,1365919.44,2016,USA,POL
Australia,RoW Africa,225672.47,2016,AUS,RoW Africa
Austria,RoW Africa,159824.87,2016,AUT,RoW Africa
Belgium,RoW Africa,339956.03,2016,BEL,RoW Africa
Brazil,RoW Africa,484300.7,2016,BRA,RoW Africa
Canada,RoW Africa,402269.2,2016,CAN,RoW Africa
China,RoW Africa,14145948.26,2016,CHN,RoW Africa
Czech Republic,RoW Africa,164531.12,2016,CZE,RoW Africa
Finland,RoW Africa,83472.2,2016,FIN,RoW Africa
France,RoW Africa,503559.04,2016,FRA,RoW Africa
Germany,RoW Africa,1193544.44,2016,DEU,RoW Africa
Greece,RoW Africa,127913.04,2016,GRC,RoW Africa
India,RoW Africa,1059162.84,2016,IND,RoW Africa
Indonesia,RoW Africa,232578.86,2016,IDN,RoW Africa
Italy,RoW Africa,838475.11,2016,ITA,RoW Africa
Japan,RoW Africa,2875570.8,2016,JPN,RoW Africa
Mexico,RoW Africa,458861.37,2016,MEX,RoW Africa
Netherlands,RoW Africa,254374.85,2016,NLD,RoW Africa
Poland,RoW Africa,289955.83,2016,POL,RoW Africa
RoW Africa,RoW Africa,603272.35,2016,RoW Africa,RoW Africa
RoW America,RoW Africa,628189.0,2016,RoW America,RoW Africa
RoW Asia and Pacific,RoW Africa,1034244.25,2016,RoW Asia and Pacific,RoW Africa
RoW EU27,RoW Africa,523761.04,2016,RoW EU27,RoW Africa
RoW Europe,RoW Africa,798318.72,2016,RoW Europe,RoW Africa
RoW Middle East,RoW Africa,1540111.33,2016,RoW Middle East,RoW Africa
Russia,RoW Africa,800290.87,2016,RUS,RoW Africa
Slovakia,RoW Africa,118218.37,2016,SVK,RoW Africa
South Korea,RoW Africa,1622070.04,2016,KOR,RoW Africa
Spain,RoW Africa,530731.28,2016,ESP,RoW Africa
Sweden,RoW Africa,153310.86,2016,SWE,RoW Africa
Taiwan,RoW Africa,426353.09,2016,TWN,RoW Africa
United Kingdom,RoW Africa,328946.07,2016,GBR,RoW Africa
United States,RoW Africa,2402521.48,2016,USA,RoW Africa
Australia,RoW America,251478.43,2016,AUS,RoW America
Austria,RoW America,178101.07,2016,AUT,RoW America
Belgium,RoW America,378830.47,2016,BEL,RoW America
Brazil,RoW America,539681.15,2016,BRA,RoW America
Canada,RoW America,448269.23,2016,CAN,RoW America
China,RoW America,15763556.88,2016,CHN,RoW America
Czech Republic,RoW America,183345.48,2016,CZE,RoW America
Finland,RoW America,93017.36,2016,FIN,RoW America
France,RoW America,561141.71,2016,FRA,RoW America
Germany,RoW America,1330027.88,2016,DEU,RoW America
Greece,RoW America,142540.08,2016,GRC,RoW America
India,RoW America,1180279.56,2016,IND,RoW America
Indonesia,RoW America,259174.57,2016,IDN,RoW America
Italy,RoW America,934355.89,2016,ITA,RoW America
Japan,RoW America,3204396.27,2016,JPN,RoW America
Mexico,RoW America,511332.8,2016,MEX,RoW America
Netherlands,RoW America,283462.96,2016,NLD,RoW America
Poland,RoW America,323112.67,2016,POL,RoW America
RoW Africa,RoW America,672257.38,2016,RoW Africa,RoW America
RoW America,RoW America,700023.28,2016,RoW America,RoW America
RoW Asia and Pacific,RoW America,1152511.5,2016,RoW Asia and Pacific,RoW America
RoW EU27,RoW America,583653.84,2016,RoW EU27,RoW America
RoW Europe,RoW America,889607.56,2016,RoW Europe,RoW America
RoW Middle East,RoW America,1716225.18,2016,RoW Middle East,RoW America
Russia,RoW America,891805.23,2016,RUS,RoW America
Slovakia,RoW America,131736.8,2016,SVK,RoW America
South Korea,RoW America,1807555.98,2016,KOR,RoW America
Spain,RoW America,591421.14,2016,ESP,RoW America
Sweden,RoW America,170842.17,2016,SWE,RoW America
Taiwan,RoW America,475107.15,2016,TWN,RoW America
United Kingdom,RoW America,366561.51,2016,GBR,RoW America
United States,RoW America,2677253.11,2016,USA,RoW America
Australia,RoW Asia and Pacific,406955.91,2016,AUS,RoW Asia and Pacific
Austria,RoW Asia and Pacific,288212.72,2016,AUT,RoW Asia and Pacific
Belgium,RoW Asia and Pacific,613043.83,2016,BEL,RoW Asia and Pacific
Brazil,RoW Asia and Pacific,873341.04,2016,BRA,RoW Asia and Pacific
Canada,RoW Asia and Pacific,725413.37,2016,CAN,RoW Asia and Pacific
China,RoW Asia and Pacific,25509435.11,2016,CHN,RoW Asia and Pacific
Czech Republic,RoW Asia and Pacific,296699.52,2016,CZE,RoW Asia and Pacific
Finland,RoW Asia and Pacific,150525.69,2016,FIN,RoW Asia and Pacific
France,RoW Asia and Pacific,908069.67,2016,FRA,RoW Asia and Pacific
Germany,RoW Asia and Pacific,2152322.61,2016,DEU,RoW Asia and Pacific
Greece,RoW Asia and Pacific,230666.01,2016,GRC,RoW Asia and Pacific
India,RoW Asia and Pacific,1909991.84,2016,IND,RoW Asia and Pacific
Indonesia,RoW Asia and Pacific,419410.23,2016,IDN,RoW Asia and Pacific
Italy,RoW Asia and Pacific,1512024.93,2016,ITA,RoW Asia and Pacific
Japan,RoW Asia and Pacific,5185526.29,2016,JPN,RoW Asia and Pacific
Mexico,RoW Asia and Pacific,827466.22,2016,MEX,RoW Asia and Pacific
Netherlands,RoW Asia and Pacific,458715.01,2016,NLD,RoW Asia and Pacific
Poland,RoW Asia and Pacific,522878.3,2016,POL,RoW Asia and Pacific
RoW Africa,RoW Asia and Pacific,1087883.02,2016,RoW Africa,RoW Asia and Pacific
RoW America,RoW Asia and Pacific,1132815.3,2016,RoW America,RoW Asia and Pacific
RoW Asia and Pacific,RoW Asia and Pacific,1865056.06,2016,RoW Asia and Pacific,RoW Asia and Pacific
RoW EU27,RoW Asia and Pacific,944500.02,2016,RoW EU27,RoW Asia and Pacific
RoW Europe,RoW Asia and Pacific,1439610.78,2016,RoW Europe,RoW Asia and Pacific
